iId,iEffectGroupId,iLevel,sName,iDisPlayMode,sIcon,iLoseType,iType,iIsInBattle,iRespondType,iBoutDuration,iIsLoopRespond,iTimeType,iAidertime,iTimeDuration,sScript,sDescription,sOwnerGetFx,sOwnerGetFxDelay,sOwnerRunFx,sOwnerRunFxDelay,sOwnerLoseFx,sOwnerLoseFxDelay,sOpponentGetFx,sOpponentGetFxDelay,sOpponentRunFx,sOpponentRunFxDelay,sOpponentLoseFx,sOpponentLoseFxDelay,sFullGetFx,sFullGetFxDelay,sFullRunFx,sFullRunFxDelay,sFullLoseFx,sFullLoseFxDelay
130,121,10,每秒伤害+6,3,null,1,2,1,5,0,1,2,0,10000,opponent['hp'] -= 6;,每秒伤害+6;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,141,1,吸取内息+2.5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.025,吸取内息+2.5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,141,2,吸取内息+5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.05,吸取内息+5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,141,3,吸取内息+7.5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.075,吸取内息+7.5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,141,4,吸取内息+10%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.1,吸取内息+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,141,5,吸取内息+12.5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.125,吸取内息+12.5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,141,6,吸取内息+15%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.15,吸取内息+15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,141,7,吸取内息+17.5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.175,吸取内息+17.5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
148,141,8,吸取内息+20%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.2,吸取内息+20%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,141,9,吸取内息+22.5%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.225,吸取内息+22.5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
150,141,10,吸取内息+25%,2,/images/Skill/DM/04_BaiYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['mp'] += owner['damage'] * 0.25,吸取内息+25%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
161,161,1,吸取气血+1%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.01,吸取气血+1%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
162,161,2,吸取气血+2%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.02,吸取气血+2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
163,161,3,吸取气血+3%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.03,吸取气血+3%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
164,161,4,吸取气血+4%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.04,吸取气血+4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
165,161,5,吸取气血+5%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.05,吸取气血+5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
166,161,6,吸取气血+6%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.06,吸取气血+6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,161,7,吸取气血+7%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.07,吸取气血+7%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,161,8,吸取气血+8%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.08,吸取气血+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
169,161,9,吸取气血+9%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.09,吸取气血+9%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,161,10,吸取气血+10%,2,/images/Skill/DM/04_XieLunYan.jpg,1,2,1,1,10,0,1,0,86400000,owner['hp'] += owner['damage'] * 0.1,吸取气血+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,181,1,攻击力+9% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.09; owner['minAttack'] += 1+0.09;,攻击力+9% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,182,2,攻击力+10% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.10; owner['minAttack'] += 1+0.10;,攻击力+10% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,183,3,攻击力+11% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.11; owner['minAttack'] += 1+0.11;,攻击力+11% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,184,4,攻击力+12% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.12; owner['minAttack'] += 1+0.12;,攻击力+12% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,185,5,攻击力+13% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.13; owner['minAttack'] += 1+0.13;,攻击力+13% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,186,6,攻击力+14% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.14; owner['minAttack'] += 1+0.14;,攻击力+14% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,187,7,攻击力+15% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.15; owner['minAttack'] += 1+0.15;,攻击力+15% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
188,188,8,攻击力+16% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.16; owner['minAttack'] += 1+0.16;,攻击力+16% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
189,189,9,攻击力+17% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.17; owner['minAttack'] += 1+0.17;,攻击力+17% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,190,10,攻击力+18% ,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1+0.18; owner['minAttack'] += 1+0.18;,攻击力+18% 卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191,191,1,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.11; opponent['minAttack'] *= 1-0.11,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,192,2,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.13; opponent['minAttack'] *= 1-0.13,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
193,193,3,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.15; opponent['minAttack'] *= 1-0.15,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,194,4,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.17; opponent['minAttack'] *= 1-0.17,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,195,5,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.19; opponent['minAttack'] *= 1-0.19,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
196,196,6,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.21; opponent['minAttack'] *= 1-0.21,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,197,7,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.23; opponent['minAttack'] *= 1-0.23,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,198,8,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.25; opponent['minAttack'] *= 1-0.25,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,199,9,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.27; opponent['minAttack'] *= 1-0.27,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,200,10,卸武,3,null,64,1,1,1,10,0,0,0,0,opponent['maxAttack'] *= 1-0.29; opponent['minAttack'] *= 1-0.29,卸武;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1001,1001,1,攻击力+3,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 3; owner['minAttack'] += 3;,攻击力+3;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1002,1002,2,攻击力+4,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 4; owner['minAttack'] += 4;,攻击力+4;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1003,1003,3,攻击力+5,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 5; owner['minAttack'] += 5;,攻击力+5;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004,1004,4,攻击力+6,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 6; owner['minAttack'] += 6;,攻击力+6;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1005,1005,5,攻击力+7,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 7; owner['minAttack'] += 7;,攻击力+7;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1006,1006,6,攻击力+8,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 8; owner['minAttack'] += 8;,攻击力+8;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1007,1007,7,攻击力+9,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 9; owner['minAttack'] += 9;,攻击力+9;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1008,1008,8,攻击力+10,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 10; owner['minAttack'] += 10;,攻击力+10;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1009,1009,9,攻击力+11,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 11; owner['minAttack'] += 11;,攻击力+11;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1010,1010,10,攻击力+12,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 12; owner['minAttack'] += 12;,攻击力+12;,100101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1021,1021,1,攻击力+4,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 4; owner['minAttack'] += 4;,攻击力+4;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1022,1022,2,攻击力+7,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 7; owner['minAttack'] += 7;,攻击力+7;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1023,1023,3,攻击力+10,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 10; owner['minAttack'] += 10;,攻击力+10;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1024,1024,4,攻击力+13,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 13; owner['minAttack'] += 13;,攻击力+13;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1025,1025,5,攻击力+16,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 16; owner['minAttack'] += 16;,攻击力+16;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1026,1026,6,攻击力+19,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 19; owner['minAttack'] += 19;,攻击力+19;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1027,1027,7,攻击力+21,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 21; owner['minAttack'] += 21;,攻击力+21;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1028,1028,8,攻击力+23,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 23; owner['minAttack'] += 23;,攻击力+23;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1029,1029,9,攻击力+25,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 25; owner['minAttack'] += 25;,攻击力+25;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1030,1030,10,攻击力+28,3,null,64,1,0,1,10,0,0,0,0,owner['maxAttack'] += 28; owner['minAttack'] += 28;,攻击力+28;,102101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1041,1041,1,命中率+1%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 1;,命中率+1%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1042,1042,2,命中率+2%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 2;,命中率+2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1043,1043,3,命中率+3%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 3;,命中率+3%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1044,1044,4,命中率+4%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 4;,命中率+4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1045,1045,5,命中率+5%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 5;,命中率+5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1046,1046,6,命中率+6%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 6;,命中率+6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1047,1047,7,命中率+7%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 7;,命中率+7%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1048,1048,8,命中率+8%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 8;,命中率+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1049,1049,9,命中率+9%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 9;,命中率+9%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1050,1050,10,命中率+10%,3,null,1,1,1,1,10,0,0,0,0,owner['hitRate'] += 10;,命中率+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1061,1061,1,攻击力+4,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 4; owner['minAttack'] += 4;,攻击力+4;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1062,1062,2,攻击力+7,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 7; owner['minAttack'] += 7;,攻击力+7;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1063,1063,3,攻击力+10,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 10; owner['minAttack'] += 10;,攻击力+10;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1064,1064,4,攻击力+13,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 13; owner['minAttack'] += 13;,攻击力+13;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1065,1065,5,攻击力+16,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 16; owner['minAttack'] += 16;,攻击力+16;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1066,1066,6,攻击力+19,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 19; owner['minAttack'] += 19;,攻击力+19;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1067,1067,7,攻击力+21,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 21; owner['minAttack'] += 21;,攻击力+21;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1068,1068,8,攻击力+23,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 23; owner['minAttack'] += 23;,攻击力+23;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1069,1069,9,攻击力+25,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 25; owner['minAttack'] += 25;,攻击力+25;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1070,1070,10,攻击力+28,3,null,64,1,1,1,10,0,1,0,0,owner['maxAttack'] += 28; owner['minAttack'] += 28;,攻击力+28;,106101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1081,1081,1,防御力+29,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 29;,防御力+29;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1082,1081,2,防御力+58,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 58;,防御力+58;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1083,1081,3,防御力+87,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 87;,防御力+87;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1084,1081,4,防御力+116,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 116;,防御力+116;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1085,1081,5,防御力+145,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 145;,防御力+145;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1086,1081,6,防御力+174,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 174;,防御力+174;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1087,1081,7,防御力+203,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 203;,防御力+203;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1088,1081,8,防御力+232,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 232;,防御力+232;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1089,1081,9,防御力+261,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 261;,防御力+261;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1090,1081,10,防御力+290,2,/images/Skill/WuShi/05_GongShouZiZai.png,1,2,0,1,10,0,1,0,86400000,owner['defense'] += 290;,防御力+290;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1101,1101,1,躲闪率+0.8%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 0.8;,躲闪率+0.8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1102,1101,2,躲闪率+1.6%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 1.6;,躲闪率+1.6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1103,1101,3,躲闪率+2.4%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 2.4;,躲闪率+2.4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1104,1101,4,躲闪率+3.2%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 3.2;,躲闪率+3.2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1105,1101,5,躲闪率+4%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 4;,躲闪率+4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1106,1101,6,躲闪率+4.8%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 4.8;,躲闪率+4.8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1107,1101,7,躲闪率+5.6%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 5.6;,躲闪率+5.6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108,1101,8,躲闪率+6.4%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 6.4;,躲闪率+6.4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1109,1101,9,躲闪率+7.2%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 7.2;,躲闪率+7.2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1110,1101,10,躲闪率+8%,2,/images/Skill/WuShi/06_JinTuiZiRu.png,1,2,0,1,10,0,1,0,86400000,owner['dodgeRate'] += 8;,躲闪率+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1121,1121,1,攻击力+21%,3,null,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *= 1.21; owner['minAttack'] *= 1.21;,攻击力+21%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
